it1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291
0,4.0,3.9241,3.6632,3.863,3.8556,3.0,3.8414,3.5453,3.3527,3.6414,3.6167,3.6453,3.9167,4.3247,3.87,3.6488,3.663,3.663,3.863,3.663,3.6414,3.863,3.6632,3.6488,3.6632,3.863,3.6632,3.6488,3.37,3.4453,3.7035,3.2103,3.07,3.8632,3.663,4.193,3.67,3.5311,3.863,3.863,4.2,3.6632,3.9321,3.6488,3.063,2.8556,3.6558,3.7414,3.4453,3.7858,3.7247,3.6414,3.7856,3.5414,4.0074,3.7556,3.8558,4.1932,4.1309,3.0527,3.0556,3.6309,3.6488,3.6488,3.563,3.7414,3.5385,3.6488,3.5414,3.8383,4.0,3.1247,3.5414,3.47,3.6488,3.9858,3.463,3.6556,3.5527,3.6414,3.6488,4.1105,3.563,4.0774,3.4774,3.6488,3.9453,3.6488,3.2774,3.8556,3.563,4.5453,3.5556,3.7453,2.8453,3.8556,3.8414,3.663,3.6414,3.663,4.1527,3.6488,3.3103,3.3414,3.7241,3.6558,4.07,3.2453,3.4556,3.9383,3.6488,3.663,3.8774,3.3311,3.6556,3.563,3.6488,3.7453,3.6414,3.663,3.5632,3.863,3.2,3.6385,3.8774,3.4558,3.9309,3.6488,3.6,3.7414,3.9453,3.7383,3.9453,3.6488,3.7414,3.3414,3.8558,3.1247,3.6488,2.9,3.6488,3.77,3.6488,3.6774,3.6774,3.8632,3.5856,3.7309,2.9556,3.6488,2.7,3.7453,2.7309,3.6488,3.2556,3.6488,3.9453,3.663,3.8556,3.6488,3.6488,3.7556,4.1247,3.0414,3.4632,3.8309,3.7247,3.6488,3.6488,4.17,3.5383,3.3556,3.6,3.8,3.7632,3.263,3.8632,3.6558,3.463,3.5932,3.8177,3.4311,3.6488,3.6488,3.4383,3.6488,3.7558,3.6488,3.4241,3.5453,4.07,3.8414,3.4632,3.6488,3.3774,4.3,4.0074,3.8414,3.2247,3.4309,3.6556,3.3414,3.0,3.7103,3.5385,2.8453,3.7632,3.4558,3.3309,3.8632,3.77,3.6488,3.663,3.6488,4.0,3.6488,3.6,3.563,3.8414,3.4632,3.363,3.67,3.6488,3.5453,3.5856,3.9167,3.6488,3.8414,3.6556,3.7774,3.863,3.4556,3.6488,3.6488,3.6488,3.4774,4.6,3.5856,3.5179,4.07,2.9858,3.3247,2.9856,3.863,3.6488,4.0774,3.7632,3.7385,3.87,3.3632,3.0,3.463,3.3774,3.4311,3.9241,4.0247,3.6309,3.6488,3.7556,3.663,3.6558,4.2,3.6774,3.6558,3.863,3.6632,3.57,3.6488,3.7177,3.3453,3.8774,3.4774,3.9,3.5167,3.7414,3.6488,3.7527,3.4858,3.6488,3.47,3.7385,3.6488,3.6961,3.4414,3.9932,4.4,3.6488,3.7453,3.4558,3.7556,3.6488,3.6488
1,4.0029,4.197,3.7078,3.5817,3.6228,2.4998,3.6228,3.7722,3.6166,3.7191,3.6228,3.5393,3.6228,3.8667,3.5283,3.9434,3.6228,3.6228,3.8042,3.514,3.8873,4.735,3.3951,3.3089,3.6002,4.1772,3.6002,4.1667,3.6228,3.4965,3.6228,3.4324,3.8811,3.7078,3.6228,3.4854,3.3843,3.7785,3.6228,3.514,3.5927,3.692,3.6228,3.7704,3.6228,3.9806,3.7191,3.6228,3.6679,4.1312,3.8775,3.6228,3.6707,3.6228,4.4098,3.6228,3.7027,3.2821,3.7078,3.514,3.6228,3.6181,3.6228,3.6228,3.6228,3.6228,3.6228,3.6228,3.6181,3.4386,3.6923,3.5879,3.1038,3.3568,3.3089,3.881,3.6228,3.6228,3.5704,3.6228,2.8555,3.6228,3.6228,3.9146,3.6228,3.7976,3.6923,3.6228,3.6247,3.6228,3.6228,3.7191,3.6228,3.0001,2.3848,3.4656,3.6228,3.6228,3.7466,3.7868,4.2285,3.6228,3.7704,3.6228,3.9673,4.0641,4.0718,3.6166,3.6228,3.4708,3.6228,3.6228,3.8217,3.7658,2.8847,3.6228,3.6228,3.4518,3.6228,3.6228,3.6228,3.7976,3.514,3.6228,3.6228,3.6358,3.6228,3.6228,3.8011,3.6228,3.9801,3.3166,3.673,3.6228,3.6228,3.5681,3.6228,4.1791,3.6228,4.285,3.5638,3.6842,3.6228,3.9242,3.7191,3.6228,3.2821,3.7191,3.6228,3.6228,3.0013,3.6228,4.3363,3.6228,3.9242,3.6905,3.5283,3.6228,3.6228,4.0315,3.6228,3.6228,3.2944,3.6228,3.3678,3.514,3.9033,3.6228,3.5653,3.3909,3.7704,3.4935,3.3602,3.8042,3.8053,3.6905,3.6707,3.7557,3.5283,3.6083,3.6228,3.5879,3.6228,3.8042,3.6228,3.6228,3.6228,3.6228,3.1715,3.6842,3.2803,3.19,3.7191,3.1889,3.6228,3.6166,3.1371,3.6228,3.7176,2.8299,3.514,3.8956,3.016,3.4708,4.0769,3.0544,3.6228,3.9996,3.6228,3.6228,3.6842,3.6228,3.6228,3.4115,3.7945,3.6228,3.3889,3.2273,3.6228,3.6228,3.6228,3.0942,3.1517,3.7402,3.4872,4.3421,3.6228,3.6228,3.6228,3.6228,3.6228,2.9196,3.6228,4.2448,3.514,3.6228,3.1149,2.95,3.6132,3.6228,3.7176,2.9034,3.7991,3.6228,3.6228,3.7191,3.6166,3.4386,3.862,3.6228,2.9485,3.9929,3.6228,3.3828,3.362,4.0944,3.673,3.514,3.6228,3.8718,3.5619,3.6295,3.6228,3.8956,3.6228,3.6295,3.5879,4.2687,3.6083,3.7095,3.6228,3.7466,3.6228,3.7191,3.6228,3.6228,3.7191,3.4854,3.6228,3.4854,4.3363,3.6228,3.9721,3.6228,3.8234,4.0042,3.6228,3.3281,3.4872,3.6228,2.6924,3.4854
2,3.2,4.6753,3.8711,3.3371,3.7491,3.2,3.6491,4.4,2.6093,3.5491,3.8491,3.9491,3.7491,4.0753,3.9522,3.6151,3.7109,4.0491,4.1355,3.9093,3.7491,3.8769,3.7522,3.7742,3.814,4.2093,3.8109,4.3753,3.7491,4.4093,3.8109,3.234,4.0093,3.8109,3.5491,3.2,4.2784,4.1,4.2124,4.0109,3.0,3.9649,3.9491,4.2031,3.0093,4.0151,3.7522,3.814,3.5,4.2,3.834,3.9522,3.6093,3.6093,4.0,3.5491,4.2093,3.7371,4.2711,3.6958,3.6491,3.7093,4.2124,3.8491,3.814,3.9491,4.0711,3.8742,3.6491,3.434,4.6,3.6151,3.7522,3.8093,4.1355,3.6,3.9124,3.334,3.6753,4.0124,3.6124,4.0109,3.8093,4.2618,3.4093,4.1093,4.2,3.814,3.1491,4.0491,3.6093,3.9491,3.5109,3.7,2.4618,4.0124,3.9109,3.814,3.8151,4.0151,4.0151,3.8109,4.1397,3.4124,4.1355,3.4151,4.2151,3.8093,3.5491,3.6151,4.0109,3.9491,3.9491,3.2151,2.9753,3.5491,3.814,4.1,3.8522,3.8522,3.8522,4.2711,3.334,3.7491,3.7491,3.9753,3.8093,3.9742,4.4753,3.814,4.234,4.1958,3.9,3.8491,3.5522,3.4738,3.7093,4.0,3.8522,3.9,3.3397,4.1618,3.814,3.7711,3.5711,3.5522,4.2,4.0093,3.814,3.8109,3.2093,4.1093,4.4,3.8491,3.8742,3.8799,4.134,3.814,4.0491,3.7491,3.8522,3.9491,3.8738,3.7355,3.1958,3.5093,4.1397,3.814,3.6799,3.6753,4.1428,3.6784,3.6618,4.0093,4.0711,4.2015,3.9522,3.5491,3.7371,3.4093,3.8109,4.2618,3.814,3.9491,3.5491,3.814,3.5711,3.814,3.7753,4.2753,3.5769,3.9491,3.5491,3.814,3.7491,4.2093,3.3371,3.9522,4.1397,3.5093,4.0093,3.5151,2.9,3.3397,4.2784,3.1,3.8711,4.2753,4.0491,3.814,3.9,3.9491,4.0109,3.8109,4.2,3.6491,4.1958,3.7711,4.0093,3.9522,3.234,3.7753,3.5491,3.6753,3.8,4.534,3.8491,3.7522,3.5093,3.8093,3.6109,3.4491,3.6522,3.6015,3.7711,3.814,3.934,2.6753,3.9397,3.8491,3.7151,3.4753,3.9491,3.814,3.814,4.0711,3.8093,3.8093,4.2,3.9093,3.8,4.0109,4.1491,3.7753,3.2618,4.1753,3.6753,3.1958,3.9093,4.0151,3.6522,3.4,3.4711,4.4151,3.9522,4.0784,4.0,3.8109,4.0093,4.2753,4.2124,3.6799,3.434,3.7491,4.0093,3.7522,4.2093,3.5397,3.814,2.9,4.4,4.2711,3.9522,3.7093,3.6,4.334,3.9124,4.0,3.6,4.0491,3.6,3.8151
3,3.7861,4.3092,4.0399,4.1746,4.1769,4.2385,4.3777,3.6194,2.0704,3.6543,4.2595,3.9983,3.7467,4.4746,4.2841,3.8657,4.0535,4.2015,4.244,3.9515,4.2012,4.244,3.9491,3.9082,4.1114,4.5706,4.0399,3.8666,3.6769,4.3218,4.0399,3.4655,4.1194,4.1582,3.9872,4.668,4.1896,3.4023,4.392,4.244,4.0361,4.0399,4.1888,4.3666,3.3911,3.4745,3.8657,4.2185,3.9052,4.4877,4.0123,4.4848,4.2841,3.8657,4.4052,3.8206,4.3063,3.9348,4.4225,3.4713,2.9157,4.2036,4.4274,4.0086,3.9582,4.0452,4.0042,4.0399,3.4609,4.3338,4.2504,3.2622,3.9273,4.1314,3.7899,4.0591,4.025,3.1074,3.9031,4.188,3.938,4.4579,4.0706,3.9939,3.8555,4.0452,4.4775,4.0399,3.5467,4.2266,3.8563,4.4746,3.8642,4.0004,3.4105,4.4052,4.0042,4.0535,3.9015,4.1658,4.6889,4.0399,3.784,3.6543,4.0399,3.4728,4.4746,4.2989,3.6769,4.2632,4.2185,3.9872,4.156,4.0562,3.9753,3.642,4.1582,4.2385,4.0086,4.1055,4.0452,4.0764,3.5718,4.0452,3.8703,3.5443,4.3814,4.0399,4.5013,4.0399,4.5124,3.8888,4.298,3.938,3.7594,3.7705,4.211,3.6888,4.1991,2.786,4.0345,4.2698,3.5756,4.0177,3.8034,4.0562,4.2841,4.3912,3.2081,3.9677,3.5726,4.0242,3.9269,4.3777,3.4097,4.0399,3.8456,4.0535,4.2611,4.1158,3.8181,4.0587,4.6889,3.5756,4.0399,4.2155,4.2385,3.9677,4.0042,4.2147,3.9417,3.8316,3.8999,4.6195,4.0399,3.6983,4.08,3.8419,3.5102,3.8448,4.244,3.8753,3.5756,4.3666,3.9991,4.0391,3.8971,4.0399,4.1178,4.2028,4.3622,4.0919,4.0562,4.2185,3.8682,4.3682,3.8584,4.4848,4.3801,3.2384,4.1798,3.961,3.9408,4.2603,3.9015,3.1074,4.3277,4.2943,4.2015,4.2185,4.0817,4.1523,4.1598,4.0399,4.3814,4.1634,4.4225,3.3867,4.0919,4.3063,3.2372,4.4746,4.1523,4.0936,4.5013,4.3666,3.9729,4.1634,3.7245,4.2603,4.1746,3.3673,3.7943,4.0399,4.0399,4.0415,3.6888,3.8822,4.0562,4.0587,4.2943,4.1909,4.0965,4.244,4.2185,4.4225,3.952,4.1782,4.4984,4.188,3.8575,3.8272,4.1896,4.2369,4.0399,4.287,4.0817,4.0399,4.3563,4.4984,3.8538,4.2266,4.1746,3.8924,4.392,4.3666,4.2147,4.0399,4.3198,4.2385,4.392,3.863,4.31,4.4155,4.1523,3.9015,4.2015,4.4155,4.0042,3.7721,3.8686,4.0399,4.4848,4.188,4.606,4.6076,4.092,3.6888,3.6901,4.296,3.938,3.9967
4,3.6094,4.2006,4.063,4.2579,4.1829,4.024,4.0937,4.024,2.6554,3.7544,4.0959,4.014,3.9617,4.6115,4.4164,4.174,4.0628,4.2145,4.0606,3.8099,3.9717,4.2579,3.8954,4.0489,4.063,4.4096,4.063,3.8714,3.7091,4.4142,4.0489,3.8758,3.6216,4.2581,3.995,4.4096,4.4142,3.9736,4.4096,4.2579,4.3898,4.063,4.3016,4.3935,3.3099,2.9879,3.9879,4.1393,3.7091,4.2074,4.1094,4.1934,4.5953,3.7666,4.4214,3.8658,4.4025,4.2581,4.4458,3.6844,3.4025,3.8027,4.2006,4.0909,3.9652,4.0715,4.063,4.0489,3.8764,4.2023,4.6115,3.5262,3.8764,3.9164,4.0489,3.7684,4.005,3.878,3.8139,4.1934,3.9811,4.6389,4.1169,4.467,3.5922,4.1862,4.4164,4.0489,3.3993,4.4024,3.8974,4.8066,3.958,4.0972,2.9966,4.1829,4.2368,4.0628,3.5815,4.2145,4.4236,4.0489,3.6098,3.4618,4.0467,3.8782,4.6115,3.8189,3.3537,3.9706,4.0489,3.995,4.2019,3.3761,3.9878,3.6779,4.0489,4.2191,4.0815,4.1047,4.0073,4.2579,3.3677,4.0073,4.0943,3.9026,4.5709,4.0489,4.4164,4.1371,4.3166,3.8677,4.1969,4.2838,3.9473,3.6791,4.5955,3.6094,4.0909,3.0994,4.2006,4.1672,4.0489,4.0768,4.0768,3.9707,4.1829,4.5953,3.3727,4.0489,3.3067,4.1115,3.6198,4.0909,3.6654,3.9492,4.1969,4.0628,4.2926,4.2006,4.0909,4.1951,4.8044,3.4564,3.8679,3.9978,4.024,4.0489,4.0489,4.7068,4.0194,3.8049,3.8745,4.4164,4.1605,3.6726,4.4076,3.9858,3.5804,3.5805,4.2579,3.9582,4.0489,4.2006,4.005,4.0489,4.1533,4.0489,4.296,4.0118,4.6527,4.3885,4.0195,4.0467,3.9215,4.3066,3.9846,4.3885,3.5362,4.01,3.9878,3.6791,4.0118,3.9612,4.1881,3.4043,4.1605,4.0102,4.2073,4.2581,4.0972,4.2006,4.0628,4.0489,4.1969,3.9811,4.0696,3.9652,4.3885,4.2125,3.4828,4.2191,3.9811,4.2191,4.2073,4.5814,4.1862,4.169,3.9878,3.9968,4.2579,3.5732,3.7716,4.0489,4.0489,3.8817,4.5871,3.5732,3.9951,4.6946,3.5224,3.6094,3.8171,4.2579,4.0489,4.467,4.0927,4.2978,4.6093,3.922,3.6338,3.8677,3.9358,4.1077,4.0489,4.4164,3.9002,4.0489,4.0853,4.2145,3.8782,4.5849,4.2697,4.2074,4.4096,4.2146,4.1216,4.0489,4.4074,4.024,4.4236,3.8817,4.024,4.3885,4.291,3.9811,4.2285,4.0102,4.0467,3.6969,3.7756,4.0489,4.3885,3.9983,4.2125,4.8044,3.9811,3.7823,3.5733,4.3026,3.9811,3.9811
5,4.1689,3.8686,3.8686,3.8686,3.9893,3.5541,3.9893,3.803,3.8686,3.8686,4.0873,3.8192,3.8921,4.414,4.1108,3.9727,3.9901,3.8686,3.8686,3.8686,3.3752,4.3118,3.9893,3.9893,3.8686,3.8705,3.8686,3.8686,3.7949,3.9272,4.0873,3.6985,4.3299,3.9893,3.8686,3.2688,4.0482,3.7548,3.8686,3.8686,3.722,3.8705,3.7949,4.2408,3.9893,3.6023,3.6086,3.8686,3.9411,3.7957,3.8192,3.9893,3.5276,3.7949,4.1126,3.8686,3.9893,3.8686,3.4069,3.6977,3.8686,3.9037,3.9893,3.7949,3.8686,3.8686,3.8686,3.8686,3.6248,3.8921,3.5276,3.722,3.7949,3.5276,3.8686,3.9267,3.8686,3.4061,3.7949,3.9249,3.6013,3.9893,3.8686,3.7323,3.9893,3.8686,3.7957,3.6013,3.8686,3.8921,3.8686,3.9893,3.9893,3.4885,3.6985,3.9893,3.8686,3.8686,3.7949,4.0649,4.999,3.8686,3.8512,3.8686,3.8686,3.5614,4.2362,4.0464,3.5974,3.8686,3.8686,3.8686,3.8686,3.9164,3.7957,3.8686,3.7918,3.4322,3.7949,3.6977,3.8686,3.6977,3.722,3.8686,3.8686,3.5051,4.3052,3.8686,3.7305,3.7822,4.0456,3.7566,3.8921,3.8686,3.8686,3.4273,3.8921,3.7485,3.9893,2.8779,3.8214,3.9901,3.8686,3.8686,3.8686,3.7918,4.1077,3.7606,3.8686,3.7949,3.7957,3.9164,4.4324,3.9893,3.7949,3.8686,3.722,3.8686,3.9677,3.7949,3.6005,3.8686,4.1108,3.8686,4.1211,3.8686,3.7801,3.7949,3.8686,3.9164,3.8705,3.8921,3.9182,3.9164,3.8686,3.8686,3.9689,3.9911,3.7949,3.7957,3.8277,3.8686,3.8686,3.8933,3.8686,3.7949,3.8686,3.8686,3.8921,4.3052,4.1855,3.6977,4.2102,3.8686,3.8933,3.8686,3.2706,3.9893,3.9792,3.5276,3.8686,3.8921,3.5263,4.0158,3.8196,3.3076,3.8686,3.7967,3.8686,3.8686,3.8921,3.8686,3.7949,3.8686,4.3633,3.9893,3.852,3.8686,3.6977,3.9893,3.7305,3.9429,4.1174,3.7207,3.7926,4.1833,3.7949,3.9893,3.6005,4.1108,3.8686,3.6977,3.7949,4.0239,3.8686,3.7957,3.0191,3.7957,3.777,3.8686,3.6243,3.722,3.8686,3.8686,4.1155,3.8705,3.8686,3.8686,4.208,3.8686,4.4158,3.8686,3.8686,3.9893,4.1211,4.0649,3.4134,4.1845,3.9901,3.9893,3.9168,3.9164,3.8686,3.8686,3.8686,4.1174,4.0136,3.8686,3.6023,3.9727,3.8686,3.852,4.0136,3.8214,3.8686,3.7949,3.8686,3.7949,3.8686,3.7949,4.2408,3.8686,3.9893,3.8686,4.0456,4.2098,4.1108,3.7967,3.8686,3.8921,3.9901,3.8921
6,4.1961,3.6996,3.6681,3.7134,3.5898,2.4578,3.576,3.192,3.201,3.5052,3.576,3.5734,3.576,3.7842,3.4875,3.576,3.5898,3.5898,3.8763,3.5898,3.9861,3.9804,3.576,3.576,3.576,3.786,3.576,3.7653,3.4926,3.5808,3.576,3.2223,3.7083,3.6681,3.5898,4.1022,3.6837,2.999,3.7842,3.7842,3.2223,3.6699,3.687,3.576,3.0066,3.2949,3.5457,3.576,3.519,4.178,3.6641,3.576,3.7842,3.576,4.0017,3.7842,3.576,3.4029,4.0682,3.4218,3.2982,3.5139,3.6996,3.576,3.4926,3.576,3.576,3.576,3.5709,3.6111,3.8055,2.547,3.6024,3.4218,3.576,3.7935,3.519,3.3776,3.4875,3.576,3.0849,3.6996,3.4926,4.0057,3.5898,3.7653,3.9974,3.576,3.2931,3.519,3.4926,3.7842,3.4218,3.4185,2.6379,3.7134,3.576,3.5898,3.6681,3.786,3.9804,3.576,3.6012,3.5052,3.8625,3.7671,3.7842,3.6162,3.7842,3.8055,3.576,3.5898,3.9886,3.2793,3.1959,3.4623,3.576,3.4185,3.576,3.5898,3.576,3.9735,3.519,3.576,3.6162,3.2862,3.9078,3.576,3.6111,3.576,3.9027,3.2632,3.9027,3.576,3.576,3.576,3.576,3.4312,3.576,2.4717,3.2103,3.8106,3.576,3.5898,3.5898,3.576,3.4875,3.687,3.201,3.576,3.4218,3.6162,3.6812,3.576,3.0066,3.576,3.6111,3.5898,3.786,3.8625,3.576,3.5898,3.8738,3.576,3.2811,3.7134,3.2241,3.576,3.576,3.4167,3.5183,3.1959,3.3264,3.8055,3.576,3.2274,3.576,3.6699,3.2931,3.567,3.7842,3.408,3.576,3.6681,3.4926,3.576,3.576,3.576,3.408,3.6162,3.9804,3.576,3.7722,3.6681,3.3954,3.687,3.4185,3.576,3.6812,2.8335,3.7134,3.576,3.2493,3.4312,3.6681,2.8744,3.7968,3.6699,3.5898,3.576,3.5898,3.576,3.5898,3.576,4.1961,3.576,3.9761,3.2931,3.576,3.576,3.2982,3.5335,3.5778,2.848,3.6111,4.2784,3.576,3.576,3.5898,3.7842,3.7134,3.2931,3.576,3.675,3.576,3.3954,3.5146,3.519,3.9641,3.5898,3.6699,3.7752,3.519,3.7842,3.576,3.9779,3.6996,3.3726,3.5847,3.576,3.2216,3.4875,3.3954,3.5052,3.6699,3.9096,3.5266,3.576,3.7842,3.6819,3.576,3.7134,3.7134,3.3108,3.7842,3.5778,3.6162,3.8625,3.1005,3.2943,3.7842,3.4875,3.7942,3.3126,3.576,3.576,3.5898,3.6693,3.576,3.5898,3.9836,3.576,3.576,3.576,3.9861,4.2126,3.576,3.3972,3.4029,3.5898,3.249,3.576
7,4.0004,4.5083,3.9704,3.4606,4.2603,3.548,3.9507,4.0004,3.5418,4.0965,3.9634,3.9745,4.1769,4.2841,4.4779,3.6838,3.8632,4.28,3.9586,3.9704,4.0122,3.7561,4.092,4.092,3.9737,3.9586,3.9704,4.1847,3.7959,4.1909,3.9586,3.775,4.81,4.0886,3.53,4.4845,3.7167,3.9634,3.9619,4.3872,4.2147,3.9737,4.1124,3.9737,3.3267,3.5339,3.8944,3.8358,3.679,4.0965,3.9052,4.2874,3.8555,3.8912,4.2217,4.0706,4.3912,4.1035,4.3682,3.6026,3.5705,4.3822,4.4156,3.8981,3.7476,4.2729,3.9704,3.8547,3.4982,4.1027,4.6195,3.7027,3.8132,3.6075,4.1847,4.287,4.0948,3.2384,3.8863,3.9667,3.9737,4.5957,3.7561,4.1729,4.0768,4.0775,4.3108,3.9737,3.3157,4.2266,3.9704,4.2603,3.548,3.5004,3.2372,4.218,4.261,4.1762,3.8911,3.9586,3.6482,3.9704,4.1054,3.6116,4.1847,3.2839,4.2959,3.9774,3.7244,4.294,4.1847,4.1729,4.294,3.4507,3.9396,3.9704,4.092,4.1432,3.8944,3.9015,3.9737,4.2196,4.0242,3.9586,3.5677,3.9149,4.3814,4.1762,4.287,4.1572,4.5004,3.7701,4.6076,3.9704,4.0501,3.2958,4.284,4.0936,4.092,3.2741,3.4121,3.9774,3.8547,3.9704,3.7561,4.092,4.4746,3.9745,3.8834,3.8981,3.5726,4.2147,4.3079,4.0886,4.2874,4.069,3.8337,3.9619,4.2611,3.672,3.711,4.1539,4.4746,3.1776,3.7561,3.9774,4.4052,3.9015,3.9737,4.0004,3.6782,3.7635,3.4051,3.7861,4.1847,4.2106,3.9015,4.0578,3.9015,3.8654,3.9704,3.6917,3.9737,3.7443,3.6489,3.9015,3.9515,3.9737,3.7098,4.5004,4.3793,4.0817,3.6482,3.9619,3.8632,4.2611,3.9043,4.2754,3.6658,3.3098,4.2988,3.1649,4.0242,3.8555,3.6753,3.3217,4.2821,3.4507,4.1658,3.9737,3.7602,3.9704,4.1006,3.9586,4.2027,3.9815,4.1896,4.1847,4.0935,4.2944,3.7443,3.6412,3.7561,4.0816,4.0727,4.3563,3.9934,4.2754,3.7006,4.3982,3.8892,3.5935,3.9015,3.7561,3.8632,3.9619,3.4745,3.4774,4.0886,4.2492,3.4625,3.8217,3.8822,3.6404,3.9737,4.3872,4.0797,3.8891,4.3793,4.0775,4.0004,4.1847,3.6371,4.2028,3.5418,4.0846,3.8793,3.7561,4.0824,3.8625,3.8944,4.0004,4.294,3.906,3.9737,3.9737,4.2147,4.1729,4.0768,4.0004,4.1762,3.9737,4.1076,3.9766,4.0468,3.9015,4.0657,3.5718,3.9737,3.665,4.1035,4.1847,4.2636,3.88,3.9836,4.5005,4.092,4.0936,3.9178,4.2841,3.9704,4.4101
8,4.0,4.069,3.6666,3.808,3.9975,3.4,3.9833,3.6,3.5561,3.5864,3.6345,3.6728,3.9586,3.9975,3.9975,3.5907,3.6808,3.6808,3.8808,3.6808,3.7105,3.8808,3.7907,3.7907,3.6666,3.8808,3.6666,3.6666,3.3975,3.6,3.6666,3.5006,3.6247,3.7907,3.6808,4.4832,3.6734,3.5345,3.8808,3.8808,4.0,3.6666,3.7049,3.6666,3.2049,2.7975,3.5833,3.7592,3.7,3.6617,3.6247,3.7833,3.6728,3.4833,4.0074,3.7734,3.8833,3.869,4.1487,2.9074,3.0734,3.7759,3.9179,3.5907,3.5808,3.7592,3.5419,3.6666,3.2833,4.0074,3.6,2.9247,3.5105,3.4247,3.6666,3.8617,3.608,3.0247,3.4802,3.6592,3.6666,4.1105,3.5808,3.8808,3.8049,3.6666,3.8759,3.6666,3.4808,3.7247,3.5808,4.4728,3.7247,3.6,3.3487,3.9247,3.8592,3.6808,3.5833,3.6808,4.2802,3.6666,3.2975,3.2864,3.7419,3.2833,3.9975,3.5759,3.3975,4.0832,3.6666,3.6808,4.008,3.6586,3.6734,3.5808,3.7907,3.4,3.5833,3.5049,3.6666,3.7049,3.4,3.7419,3.708,3.3833,4.2,3.6666,3.8759,3.7592,4.2,3.7832,4.1,3.6666,3.7592,3.1833,3.8833,3.3975,3.7907,2.5,3.3179,3.9006,3.6666,3.6808,3.6808,3.7907,3.6728,3.7728,2.9734,3.5907,3.1759,3.8,2.8728,3.7907,3.1975,3.6666,3.6,3.6808,3.8734,3.5907,3.3907,3.7734,4.1975,3.0592,3.6666,3.8759,3.7247,3.5907,3.6666,3.9247,3.4832,3.3975,3.2,4.0,3.6666,3.308,3.5907,3.9833,3.4049,3.869,3.8808,3.2617,3.6666,3.6666,3.4561,3.5907,3.6592,3.6666,3.2932,3.7,4.1975,3.6833,3.7907,3.6666,3.4808,4.1487,3.8832,3.9833,3.3734,2.9,3.8006,3.3833,3.1,3.9975,3.466,2.7,3.8938,3.5833,3.3487,3.6666,3.6975,3.6666,3.6049,3.6666,4.2,3.7907,3.5487,3.5808,3.6833,3.7907,3.3808,3.9975,3.6666,3.6728,3.6759,3.9345,3.5907,3.9833,3.3975,4.0049,3.808,3.2975,3.5907,3.6666,3.6666,3.4808,3.6728,3.4759,3.7907,3.8734,3.4586,3.7247,3.0759,3.8808,3.6666,3.8808,3.7938,3.769,3.8975,3.6666,3.2,3.4808,3.4808,3.6858,3.9419,3.8006,3.5728,3.6666,3.7734,3.8049,3.5833,4.0,3.808,3.3864,3.8808,3.6666,3.7247,3.6666,3.8049,3.6,3.8808,3.4808,3.9,3.5858,3.7592,3.5907,3.7561,3.6858,3.6666,3.5975,3.669,3.6666,3.9833,3.4592,4.1932,4.3,3.7907,3.4728,3.3864,3.7975,3.6666,3.6907
